gene	present_in_deposited_matrix	retained_filterByExpr	removal_reason
ANXA2	TRUE	TRUE	retained
ANXA2P1	TRUE	TRUE	retained
ANXA2P2	TRUE	TRUE	retained
ANXA2P3	TRUE	TRUE	retained
ANXA2R	TRUE	TRUE	retained
ANXA3	TRUE	TRUE	retained
ANXA4	TRUE	TRUE	retained
ANXA5	TRUE	TRUE	retained
ANXA6	TRUE	TRUE	retained
ANXA7	TRUE	TRUE	retained
ANXA8	TRUE	TRUE	retained
ANXA8L1	TRUE	TRUE	retained
ANXA9	TRUE	TRUE	retained
AOAH	TRUE	TRUE	retained
AOC1	TRUE	TRUE	retained
AOC2	TRUE	TRUE	retained
AOC3	TRUE	TRUE	retained
AOC4P	TRUE	TRUE	retained
AOPEP	TRUE	TRUE	retained
AOX1	TRUE	TRUE	retained
AP1AR	TRUE	TRUE	retained
AP1B1	TRUE	TRUE	retained
AP1G1	TRUE	TRUE	retained
AP1G2	TRUE	TRUE	retained
AP1M1	TRUE	TRUE	retained
AP1M2	TRUE	TRUE	retained
AP1S1	TRUE	TRUE	retained
AP1S2	TRUE	TRUE	retained
AP1S3	TRUE	TRUE	retained
AP2A1	TRUE	TRUE	retained
AP2A2	TRUE	TRUE	retained
AP2B1	TRUE	TRUE	retained
AP2B1P1	TRUE	TRUE	retained
AP2M1	TRUE	TRUE	retained
AP2S1	TRUE	TRUE	retained
AP3B1	TRUE	TRUE	retained
AP3B2	TRUE	TRUE	retained
AP3D1	TRUE	TRUE	retained
AP3M1	TRUE	TRUE	retained
AP3M2	TRUE	TRUE	retained
AP3S1	TRUE	TRUE	retained
AP3S2	TRUE	TRUE	retained
AP4B1	TRUE	TRUE	retained
AP4E1	TRUE	TRUE	retained
AP4M1	TRUE	TRUE	retained
AP4S1	TRUE	TRUE	retained
AP5B1	TRUE	TRUE	retained
AP5M1	TRUE	TRUE	retained
AP5S1	TRUE	TRUE	retained
AP5Z1	TRUE	TRUE	retained
APAF1	TRUE	TRUE	retained
APBA1	TRUE	TRUE	retained
APBA2	TRUE	TRUE	retained
APBA3	TRUE	TRUE	retained
APBB1	TRUE	TRUE	retained
APBB1IP	TRUE	TRUE	retained
APBB2	TRUE	TRUE	retained
APBB3	TRUE	TRUE	retained
APC	TRUE	TRUE	retained
APC2	TRUE	TRUE	retained
APCDD1	TRUE	TRUE	retained
APEH	TRUE	TRUE	retained
APEX1	TRUE	TRUE	retained
APEX2	TRUE	TRUE	retained
APH1A	TRUE	TRUE	retained
APH1B	TRUE	TRUE	retained
API5	TRUE	TRUE	retained
API5P1	TRUE	TRUE	retained
API5P2	TRUE	TRUE	retained
APIP	TRUE	TRUE	retained
APLF	TRUE	TRUE	retained
APLN	TRUE	TRUE	retained
APLNR	TRUE	TRUE	retained
APLP1	TRUE	TRUE	retained
APLP2	TRUE	TRUE	retained
APMAP	TRUE	TRUE	retained
APOA1	TRUE	TRUE	retained
APOA2	TRUE	TRUE	retained
APOB	TRUE	TRUE	retained
APOBEC3B	TRUE	TRUE	retained
APOBEC3C	TRUE	TRUE	retained
APOBEC3F	TRUE	TRUE	retained
APOBEC3G	TRUE	TRUE	retained
APOBR	TRUE	TRUE	retained
APOC1	TRUE	TRUE	retained
APOD	TRUE	TRUE	retained
APOE	TRUE	TRUE	retained
APOL1	TRUE	TRUE	retained
APOL2	TRUE	TRUE	retained
APOL3	TRUE	TRUE	retained
APOL4	TRUE	TRUE	retained
APOL6	TRUE	TRUE	retained
APOLD1	TRUE	TRUE	retained
APOM	TRUE	TRUE	retained
APOO	TRUE	TRUE	retained
APOOL	TRUE	TRUE	retained
APOOP5	TRUE	TRUE	retained
APP	TRUE	TRUE	retained
APPBP2	TRUE	TRUE	retained
APPL1	TRUE	TRUE	retained
APPL2	TRUE	TRUE	retained
APRT	TRUE	TRUE	retained
APTX	TRUE	TRUE	retained
AQP1	TRUE	TRUE	retained
AQP11	TRUE	TRUE	retained
AQP3	TRUE	TRUE	retained
AQR	TRUE	TRUE	retained
AR	TRUE	TRUE	retained
ARAF	TRUE	TRUE	retained
ARAP1	TRUE	TRUE	retained
ARAP2	TRUE	TRUE	retained
ARAP3	TRUE	TRUE	retained
ARCN1	TRUE	TRUE	retained
AREG	TRUE	TRUE	retained
AREL1	TRUE	TRUE	retained
ARF1	TRUE	TRUE	retained
ARF1P2	TRUE	TRUE	retained
ARF3	TRUE	TRUE	retained
ARF4	TRUE	TRUE	retained
ARF4P1	TRUE	TRUE	retained
ARF5	TRUE	TRUE	retained
ARF6	TRUE	TRUE	retained
ARFGAP1	TRUE	TRUE	retained
ARFGAP2	TRUE	TRUE	retained
ARFGAP3	TRUE	TRUE	retained
ARFGEF1	TRUE	TRUE	retained
ARFGEF2	TRUE	TRUE	retained
ARFGEF3	TRUE	TRUE	retained
ARFIP1	TRUE	TRUE	retained
ARFIP2	TRUE	TRUE	retained
ARFRP1	TRUE	TRUE	retained
ARG1	TRUE	TRUE	retained
ARG2	TRUE	TRUE	retained
ARGLU1	TRUE	TRUE	retained
ARHGAP1	TRUE	TRUE	retained
ARHGAP10	TRUE	TRUE	retained
ARHGAP11A	TRUE	TRUE	retained
ARHGAP12	TRUE	TRUE	retained
ARHGAP15	TRUE	TRUE	retained
ARHGAP17	TRUE	TRUE	retained
ARHGAP18	TRUE	TRUE	retained
ARHGAP20	TRUE	TRUE	retained
ARHGAP21	TRUE	TRUE	retained
ARHGAP22	TRUE	TRUE	retained
ARHGAP23	TRUE	TRUE	retained
ARHGAP23P1	TRUE	TRUE	retained
ARHGAP24	TRUE	TRUE	retained
ARHGAP25	TRUE	TRUE	retained
ARHGAP26	TRUE	TRUE	retained
ARHGAP27	TRUE	TRUE	retained
ARHGAP27P1-BPTFP1-KPNA2P3	TRUE	TRUE	retained
ARHGAP28	TRUE	TRUE	retained
ARHGAP29	TRUE	TRUE	retained
ARHGAP30	TRUE	TRUE	retained
ARHGAP31	TRUE	TRUE	retained
ARHGAP32	TRUE	TRUE	retained
ARHGAP33	TRUE	TRUE	retained
ARHGAP35	TRUE	TRUE	retained
ARHGAP39	TRUE	TRUE	retained
ARHGAP4	TRUE	TRUE	retained
ARHGAP42	TRUE	TRUE	retained
ARHGAP42P1	TRUE	TRUE	retained
ARHGAP42P2	TRUE	TRUE	retained
ARHGAP42P3	TRUE	TRUE	retained
ARHGAP42P4	TRUE	TRUE	retained
ARHGAP42P5	TRUE	TRUE	retained
ARHGAP44	TRUE	TRUE	retained
ARHGAP45	TRUE	TRUE	retained
ARHGAP5	TRUE	TRUE	retained
ARHGAP6	TRUE	TRUE	retained
ARHGAP8	TRUE	TRUE	retained
ARHGAP9	TRUE	TRUE	retained
ARHGDIA	TRUE	TRUE	retained
ARHGDIB	TRUE	TRUE	retained
ARHGDIG	TRUE	TRUE	retained
ARHGEF1	TRUE	TRUE	retained
ARHGEF10	TRUE	TRUE	retained
ARHGEF10L	TRUE	TRUE	retained
ARHGEF11	TRUE	TRUE	retained
ARHGEF12	TRUE	TRUE	retained
ARHGEF15	TRUE	TRUE	retained
ARHGEF16	TRUE	TRUE	retained
ARHGEF17	TRUE	TRUE	retained
ARHGEF18	TRUE	TRUE	retained
ARHGEF19	TRUE	TRUE	retained
ARHGEF2	TRUE	TRUE	retained
ARHGEF25	TRUE	TRUE	retained
ARHGEF26	TRUE	TRUE	retained
ARHGEF28	TRUE	TRUE	retained
ARHGEF3	TRUE	TRUE	retained
ARHGEF33	TRUE	TRUE	retained
ARHGEF34P	TRUE	TRUE	retained
ARHGEF35	TRUE	TRUE	retained
ARHGEF37	TRUE	TRUE	retained
ARHGEF39	TRUE	TRUE	retained
ARHGEF4	TRUE	TRUE	retained
ARHGEF40	TRUE	TRUE	retained
ARHGEF5	TRUE	TRUE	retained
ARHGEF6	TRUE	TRUE	retained
ARHGEF7	TRUE	TRUE	retained
ARHGEF9	TRUE	TRUE	retained
ARID1A	TRUE	TRUE	retained
ARID1B	TRUE	TRUE	retained
ARID2	TRUE	TRUE	retained
ARID3A	TRUE	TRUE	retained
ARID3B	TRUE	TRUE	retained
ARID3BP1	TRUE	TRUE	retained
ARID4A	TRUE	TRUE	retained
ARID4B	TRUE	TRUE	retained
ARID5A	TRUE	TRUE	retained
ARID5B	TRUE	TRUE	retained
ARIH1	TRUE	TRUE	retained
ARIH2	TRUE	TRUE	retained
ARIH2P1	TRUE	TRUE	retained
ARL1	TRUE	TRUE	retained
ARL10	TRUE	TRUE	retained
ARL11	TRUE	TRUE	retained
ARL13B	TRUE	TRUE	retained
ARL14EP	TRUE	TRUE	retained
ARL15	TRUE	TRUE	retained
ARL16	TRUE	TRUE	retained
ARL17A	TRUE	TRUE	retained
ARL17B	TRUE	TRUE	retained
ARL2	TRUE	TRUE	retained
ARL2BP	TRUE	TRUE	retained
ARL3	TRUE	TRUE	retained
ARL4A	TRUE	TRUE	retained
ARL4AP5	TRUE	TRUE	retained
ARL4C	TRUE	TRUE	retained
ARL4D	TRUE	TRUE	retained
ARL5A	TRUE	TRUE	retained
ARL5AP2	TRUE	TRUE	retained
ARL5AP4	TRUE	TRUE	retained
ARL5AP5	TRUE	TRUE	retained
ARL5B	TRUE	TRUE	retained
ARL6	TRUE	TRUE	retained
ARL6IP1	TRUE	TRUE	retained
ARL6IP1P2	TRUE	TRUE	retained
ARL6IP1P3	TRUE	TRUE	retained
ARL6IP5	TRUE	TRUE	retained
ARL6IP6	TRUE	TRUE	retained
ARL8A	TRUE	TRUE	retained
ARL8B	TRUE	TRUE	retained
ARMC1	TRUE	TRUE	retained
ARMC10	TRUE	TRUE	retained
ARMC10P1	TRUE	TRUE	retained
ARMC2	TRUE	TRUE	retained
ARMC5	TRUE	TRUE	retained
ARMC6	TRUE	TRUE	retained
ARMC7	TRUE	TRUE	retained
ARMC8	TRUE	TRUE	retained
ARMC8P1	TRUE	TRUE	retained
ARMC9	TRUE	TRUE	retained
ARMCX1	TRUE	TRUE	retained
ARMCX2	TRUE	TRUE	retained
ARMCX3	TRUE	TRUE	retained
ARMCX4	TRUE	TRUE	retained
ARMCX5	TRUE	TRUE	retained
ARMCX6	TRUE	TRUE	retained
ARMH1	TRUE	TRUE	retained
ARMH3	TRUE	TRUE	retained
ARMH4	TRUE	TRUE	retained
ARMT1	TRUE	TRUE	retained
ARNT	TRUE	TRUE	retained
ARNT2	TRUE	TRUE	retained
ARNTL	TRUE	TRUE	retained
ARNTL2	TRUE	TRUE	retained
ARPC1A	TRUE	TRUE	retained
ARPC1B	TRUE	TRUE	retained
ARPC2	TRUE	TRUE	retained
ARPC3	TRUE	TRUE	retained
ARPC3P1	TRUE	TRUE	retained
ARPC3P2	TRUE	TRUE	retained
ARPC3P3	TRUE	TRUE	retained
ARPC3P5	TRUE	TRUE	retained
ARPC4	TRUE	TRUE	retained
ARPC4-TTLL3	TRUE	TRUE	retained
ARPC5	TRUE	TRUE	retained
ARPC5L	TRUE	TRUE	retained
ARPIN	TRUE	TRUE	retained
ARPP19	TRUE	TRUE	retained
ARPP19P1	TRUE	TRUE	retained
ARPP19P2	TRUE	TRUE	retained
ARR3	TRUE	TRUE	retained
ARRB1	TRUE	TRUE	retained
ARRB2	TRUE	TRUE	retained
ARRDC1	TRUE	TRUE	retained
ARRDC1-AS1	TRUE	TRUE	retained
ARRDC2	TRUE	TRUE	retained
ARRDC3	TRUE	TRUE	retained
ARRDC4	TRUE	TRUE	retained
ARSA	TRUE	TRUE	retained
ARSB	TRUE	TRUE	retained
ARSD	TRUE	TRUE	retained
ARSG	TRUE	TRUE	retained
ARSI	TRUE	TRUE	retained
ARSJ	TRUE	TRUE	retained
ARSK	TRUE	TRUE	retained
ARSL	TRUE	TRUE	retained
ART4	TRUE	TRUE	retained
ARV1	TRUE	TRUE	retained
ARVCF	TRUE	TRUE	retained
ASAH1	TRUE	TRUE	retained
ASAH2	TRUE	TRUE	retained
ASAH2B	TRUE	TRUE	retained
ASAP1	TRUE	TRUE	retained
ASAP2	TRUE	TRUE	retained
ASAP3	TRUE	TRUE	retained
ASB1	TRUE	TRUE	retained
ASB13	TRUE	TRUE	retained
ASB14	TRUE	TRUE	retained
ASB16	TRUE	TRUE	retained
ASB16-AS1	TRUE	TRUE	retained
ASB2	TRUE	TRUE	retained
ASB3	TRUE	TRUE	retained
ASB4	TRUE	TRUE	retained
ASB6	TRUE	TRUE	retained
ASB7	TRUE	TRUE	retained
ASB8	TRUE	TRUE	retained
ASB9P1	TRUE	TRUE	retained
ASCC1	TRUE	TRUE	retained
ASCC2	TRUE	TRUE	retained
ASCC3	TRUE	TRUE	retained
ASCL2	TRUE	TRUE	retained
ASF1A	TRUE	TRUE	retained
ASF1B	TRUE	TRUE	retained
ASGR1	TRUE	TRUE	retained
ASH1L	TRUE	TRUE	retained
ASH1L-AS1	TRUE	TRUE	retained
ASH2L	TRUE	TRUE	retained
ASIC1	TRUE	TRUE	retained
ASIC3	TRUE	TRUE	retained
ASIC4	TRUE	TRUE	retained
ASL	TRUE	TRUE	retained
ASMTL	TRUE	TRUE	retained
ASMTL-AS1	TRUE	TRUE	retained
ASNSD1	TRUE	TRUE	retained
ASPA	TRUE	TRUE	retained
ASPG	TRUE	TRUE	retained
ASPH	TRUE	TRUE	retained
ASPHD2	TRUE	TRUE	retained
ASPM	TRUE	TRUE	retained
ASPN	TRUE	TRUE	retained
ASPSCR1	TRUE	TRUE	retained
ASRGL1	TRUE	TRUE	retained
ASS1	TRUE	TRUE	retained
ASS1P1	TRUE	TRUE	retained
ASS1P10	TRUE	TRUE	retained
ASS1P11	TRUE	TRUE	retained
ASS1P13	TRUE	TRUE	retained
ASS1P14	TRUE	TRUE	retained
ASS1P3	TRUE	TRUE	retained
ASS1P5	TRUE	TRUE	retained
ASS1P7	TRUE	TRUE	retained
ASS1P9	TRUE	TRUE	retained
ASTE1	TRUE	TRUE	retained
ASTN1	TRUE	TRUE	retained
ASTN2	TRUE	TRUE	retained
ASXL1	TRUE	TRUE	retained
ASXL2	TRUE	TRUE	retained
ASXL3	TRUE	TRUE	retained
ATAD1	TRUE	TRUE	retained
ATAD2	TRUE	TRUE	retained
ATAD2B	TRUE	TRUE	retained
ATAD3A	TRUE	TRUE	retained
ATAD3B	TRUE	TRUE	retained
ATAD3C	TRUE	TRUE	retained
ATAD5	TRUE	TRUE	retained
ATAT1	TRUE	TRUE	retained
ATCAY	TRUE	TRUE	retained
ATE1	TRUE	TRUE	retained
ATF1	TRUE	TRUE	retained
ATF2	TRUE	TRUE	retained
ATF3	TRUE	TRUE	retained
ATF4	TRUE	TRUE	retained
ATF4P3	TRUE	TRUE	retained
ATF4P4	TRUE	TRUE	retained
ATF5	TRUE	TRUE	retained
ATF6	TRUE	TRUE	retained
ATF6B	TRUE	TRUE	retained
ATF7	TRUE	TRUE	retained
ATF7IP	TRUE	TRUE	retained
ATF7IP2	TRUE	TRUE	retained
ATG10	TRUE	TRUE	retained
ATG101	TRUE	TRUE	retained
ATG12	TRUE	TRUE	retained
ATG12P1	TRUE	TRUE	retained
ATG13	TRUE	TRUE	retained
ATG14	TRUE	TRUE	retained
ATG16L1	TRUE	TRUE	retained
ATG16L2	TRUE	TRUE	retained
ATG2A	TRUE	TRUE	retained
ATG2B	TRUE	TRUE	retained
ATG3	TRUE	TRUE	retained
ATG4A	TRUE	TRUE	retained
ATG4B	TRUE	TRUE	retained
ATG4C	TRUE	TRUE	retained
ATG4D	TRUE	TRUE	retained
ATG5	TRUE	TRUE	retained
ATG7	TRUE	TRUE	retained
ATG9A	TRUE	TRUE	retained
ATG9B	TRUE	TRUE	retained
ATIC	TRUE	TRUE	retained
ATL1	TRUE	TRUE	retained
ATL2	TRUE	TRUE	retained
ATL3	TRUE	TRUE	retained
ATM	TRUE	TRUE	retained
ATMIN	TRUE	TRUE	retained
ATN1	TRUE	TRUE	retained
ATOH8	TRUE	TRUE	retained
ATOX1	TRUE	TRUE	retained
ATP10A	TRUE	TRUE	retained
ATP10D	TRUE	TRUE	retained
ATP11A	TRUE	TRUE	retained
ATP11B	TRUE	TRUE	retained
ATP11C	TRUE	TRUE	retained
ATP12A	TRUE	TRUE	retained
ATP13A1	TRUE	TRUE	retained
ATP13A2	TRUE	TRUE	retained
ATP13A3	TRUE	TRUE	retained
ATP13A4	TRUE	TRUE	retained
ATP1A1	TRUE	TRUE	retained
ATP1A1-AS1	TRUE	TRUE	retained
ATP1A2	TRUE	TRUE	retained
ATP1A4	TRUE	TRUE	retained
ATP1B1	TRUE	TRUE	retained
ATP1B1P1	TRUE	TRUE	retained
ATP1B2	TRUE	TRUE	retained
ATP1B3	TRUE	TRUE	retained
ATP1B3P1	TRUE	TRUE	retained
ATP23	TRUE	TRUE	retained
ATP2A1	TRUE	TRUE	retained
ATP2A2	TRUE	TRUE	retained
ATP2A3	TRUE	TRUE	retained
ATP2B1	TRUE	TRUE	retained
ATP2B2	TRUE	TRUE	retained
ATP2B3	TRUE	TRUE	retained
ATP2B4	TRUE	TRUE	retained
ATP2C1	TRUE	TRUE	retained
ATP2C2	TRUE	TRUE	retained
ATP5F1A	TRUE	TRUE	retained
ATP5F1AP1	TRUE	TRUE	retained
ATP5F1AP10	TRUE	TRUE	retained
ATP5F1AP2	TRUE	TRUE	retained
ATP5F1AP3	TRUE	TRUE	retained
ATP5F1AP7	TRUE	TRUE	retained
ATP5F1AP8	TRUE	TRUE	retained
ATP5F1B	TRUE	TRUE	retained
ATP5F1BP1	TRUE	TRUE	retained
ATP5F1C	TRUE	TRUE	retained
ATP5F1CP1	TRUE	TRUE	retained
ATP5F1D	TRUE	TRUE	retained
ATP5F1E	TRUE	TRUE	retained
ATP5F1EP2	TRUE	TRUE	retained
ATP5IF1	TRUE	TRUE	retained
ATP5MC1	TRUE	TRUE	retained
ATP5MC1P2	TRUE	TRUE	retained
ATP5MC1P7	TRUE	TRUE	retained
ATP5MC2	TRUE	TRUE	retained
ATP5MC2P1	TRUE	TRUE	retained
ATP5MC2P3	TRUE	TRUE	retained
ATP5MC2P4	TRUE	TRUE	retained
ATP5MC3	TRUE	TRUE	retained
ATP5MDP1	TRUE	TRUE	retained
ATP5ME	TRUE	TRUE	retained
ATP5MF	TRUE	TRUE	retained
ATP5MFP2	TRUE	TRUE	retained
ATP5MFP5	TRUE	TRUE	retained
ATP5MG	TRUE	TRUE	retained
ATP5MGL	TRUE	TRUE	retained
ATP5MGP2	TRUE	TRUE	retained
ATP5MGP3	TRUE	TRUE	retained
ATP5MJ	TRUE	TRUE	retained
ATP5MK	TRUE	TRUE	retained
ATP5PB	TRUE	TRUE	retained
ATP5PBP3	TRUE	TRUE	retained
ATP5PBP6	TRUE	TRUE	retained
ATP5PBP7	TRUE	TRUE	retained
ATP5PD	TRUE	TRUE	retained
ATP5PDP1	TRUE	TRUE	retained
ATP5PDP2	TRUE	TRUE	retained
ATP5PDP3	TRUE	TRUE	retained
ATP5PDP4	TRUE	TRUE	retained
ATP5PF	TRUE	TRUE	retained
ATP5PFP1	TRUE	TRUE	retained
ATP5PO	TRUE	TRUE	retained
ATP5POP1	TRUE	TRUE	retained
ATP6AP1	TRUE	TRUE	retained
ATP6AP1L	TRUE	TRUE	retained
ATP6AP2	TRUE	TRUE	retained
ATP6V0A1	TRUE	TRUE	retained
ATP6V0A2	TRUE	TRUE	retained
ATP6V0A4	TRUE	TRUE	retained
ATP6V0B	TRUE	TRUE	retained
ATP6V0C	TRUE	TRUE	retained
ATP6V0CP3	TRUE	TRUE	retained
ATP6V0CP4	TRUE	TRUE	retained
ATP6V0D1	TRUE	TRUE	retained
ATP6V0E1	TRUE	TRUE	retained
ATP6V0E1P2	TRUE	TRUE	retained
ATP6V0E2	TRUE	TRUE	retained
ATP6V1A	TRUE	TRUE	retained
ATP6V1B1	TRUE	TRUE	retained
ATP6V1B2	TRUE	TRUE	retained
ATP6V1C1	TRUE	TRUE	retained
ATP6V1C2	TRUE	TRUE	retained
ATP6V1D	TRUE	TRUE	retained
ATP6V1E1	TRUE	TRUE	retained
ATP6V1E1P1	TRUE	TRUE	retained
ATP6V1E1P3	TRUE	TRUE	retained
ATP6V1E2	TRUE	TRUE	retained
ATP6V1F	TRUE	TRUE	retained
ATP6V1G1	TRUE	TRUE	retained
ATP6V1G1P3	TRUE	TRUE	retained
ATP6V1H	TRUE	TRUE	retained
ATP7A	TRUE	TRUE	retained
ATP7B	TRUE	TRUE	retained
ATP7BP1	TRUE	TRUE	retained
ATP8A1	TRUE	TRUE	retained
ATP8A2	TRUE	TRUE	retained
ATP8B1	TRUE	TRUE	retained
ATP8B2	TRUE	TRUE	retained
ATP8B3	TRUE	TRUE	retained
ATP8B4	TRUE	TRUE	retained
ATP9A	TRUE	TRUE	retained
ATP9B	TRUE	TRUE	retained
ATPAF1	TRUE	TRUE	retained
ATPAF2	TRUE	TRUE	retained
ATPSCKMT	TRUE	TRUE	retained
ATR	TRUE	TRUE	retained
ATRAID	TRUE	TRUE	retained
ATRIP	TRUE	TRUE	retained
ATRN	TRUE	TRUE	retained
ATRNL1	TRUE	TRUE	retained
ATRX	TRUE	TRUE	retained
ATXN1	TRUE	TRUE	retained
ATXN10	TRUE	TRUE	retained
ATXN1L	TRUE	TRUE	retained
ATXN2	TRUE	TRUE	retained
ATXN2L	TRUE	TRUE	retained
ATXN3	TRUE	TRUE	retained
ATXN7	TRUE	TRUE	retained
ATXN7L1	TRUE	TRUE	retained
ATXN7L2	TRUE	TRUE	retained
ATXN7L3	TRUE	TRUE	retained
ATXN7L3B	TRUE	TRUE	retained
ATXN7L3P1	TRUE	TRUE	retained
AUH	TRUE	TRUE	retained
AUNIP	TRUE	TRUE	retained
AUP1	TRUE	TRUE	retained
AURKA	TRUE	TRUE	retained
AURKAIP1	TRUE	TRUE	retained
AURKB	TRUE	TRUE	retained
AURKC	TRUE	TRUE	retained
AUTS2	TRUE	TRUE	retained
AVEN	TRUE	TRUE	retained
AVIL	TRUE	TRUE	retained
AVL9	TRUE	TRUE	retained
AVPI1	TRUE	TRUE	retained
AVPR2	TRUE	TRUE	retained
AXIN1	TRUE	TRUE	retained
AXIN2	TRUE	TRUE	retained
AXL	TRUE	TRUE	retained
AZI2	TRUE	TRUE	retained
AZIN1	TRUE	TRUE	retained
AZIN2	TRUE	TRUE	retained
B2M	TRUE	TRUE	retained
B3GALNT1	TRUE	TRUE	retained
B3GALNT2	TRUE	TRUE	retained
B3GALNT2P1	TRUE	TRUE	retained
B3GALT2	TRUE	TRUE	retained
B3GALT4	TRUE	TRUE	retained
B3GALT6	TRUE	TRUE	retained
B3GAT1	TRUE	TRUE	retained
B3GAT3	TRUE	TRUE	retained
B3GAT3P1	TRUE	TRUE	retained
B3GLCT	TRUE	TRUE	retained
B3GNT2	TRUE	TRUE	retained
B3GNT3	TRUE	TRUE	retained
B3GNT4	TRUE	TRUE	retained
B3GNT5	TRUE	TRUE	retained
B3GNT7	TRUE	TRUE	retained
B3GNT8	TRUE	TRUE	retained
B3GNT9	TRUE	TRUE	retained
B3GNTL1	TRUE	TRUE	retained
B4GALNT1	TRUE	TRUE	retained
B4GALNT3	TRUE	TRUE	retained
B4GALNT4	TRUE	TRUE	retained
B4GALT1	TRUE	TRUE	retained
B4GALT2	TRUE	TRUE	retained
B4GALT3	TRUE	TRUE	retained
B4GALT4	TRUE	TRUE	retained
B4GALT5	TRUE	TRUE	retained
B4GALT6	TRUE	TRUE	retained
B4GALT7	TRUE	TRUE	retained
B4GAT1	TRUE	TRUE	retained
B9D1	TRUE	TRUE	retained
B9D2	TRUE	TRUE	retained
BABAM1	TRUE	TRUE	retained
BABAM2	TRUE	TRUE	retained
BACE1	TRUE	TRUE	retained
BACE2	TRUE	TRUE	retained
BACH1	TRUE	TRUE	retained
BACH2	TRUE	TRUE	retained
BAD	TRUE	TRUE	retained
BAG1	TRUE	TRUE	retained
BAG1P1	TRUE	TRUE	retained
BAG2	TRUE	TRUE	retained
BAG3	TRUE	TRUE	retained
BAG4	TRUE	TRUE	retained
BAG5	TRUE	TRUE	retained
BAG6	TRUE	TRUE	retained
BAGE2	TRUE	TRUE	retained
BAHCC1	TRUE	TRUE	retained
BAHD1	TRUE	TRUE	retained
BAIAP2	TRUE	TRUE	retained
BAIAP2-DT	TRUE	TRUE	retained
BAIAP2L1	TRUE	TRUE	retained
BAIAP2L2	TRUE	TRUE	retained
BAIAP3	TRUE	TRUE	retained
BAK1	TRUE	TRUE	retained
BAK1P1	TRUE	TRUE	retained
BAMBI	TRUE	TRUE	retained
BANF1	TRUE	TRUE	retained
BANF1P3	TRUE	TRUE	retained
BANK1	TRUE	TRUE	retained
BANP	TRUE	TRUE	retained
BAP1	TRUE	TRUE	retained
BARD1	TRUE	TRUE	retained
BARX2	TRUE	TRUE	retained
BASP1	TRUE	TRUE	retained
BASP1P1	TRUE	TRUE	retained
BATF	TRUE	TRUE	retained
BATF2	TRUE	TRUE	retained
BATF3	TRUE	TRUE	retained
BAX	TRUE	TRUE	retained
BAZ1A	TRUE	TRUE	retained
BAZ1B	TRUE	TRUE	retained
BAZ2A	TRUE	TRUE	retained
BAZ2B	TRUE	TRUE	retained
BBC3	TRUE	TRUE	retained
BBIP1	TRUE	TRUE	retained
BBOF1	TRUE	TRUE	retained
BBOX1	TRUE	TRUE	retained
BBS1	TRUE	TRUE	retained
BBS10	TRUE	TRUE	retained
BBS12	TRUE	TRUE	retained
BBS2	TRUE	TRUE	retained
BBS4	TRUE	TRUE	retained
BBS5	TRUE	TRUE	retained
BBS7	TRUE	TRUE	retained
BBS9	TRUE	TRUE	retained
BBX	TRUE	TRUE	retained
BCAM	TRUE	TRUE	retained
BCAN	TRUE	TRUE	retained
BCAP31	TRUE	TRUE	retained
BCAP31P1	TRUE	TRUE	retained
BCAR1	TRUE	TRUE	retained
BCAR3	TRUE	TRUE	retained
BCAR4	TRUE	TRUE	retained
BCAS1	TRUE	TRUE	retained
BCAS2	TRUE	TRUE	retained
BCAS2P2	TRUE	TRUE	retained
BCAS3	TRUE	TRUE	retained
BCAS4	TRUE	TRUE	retained
BCAT1	TRUE	TRUE	retained
BCAT2	TRUE	TRUE	retained
BCCIP	TRUE	TRUE	retained
BCDIN3D	TRUE	TRUE	retained
BCKDHB	TRUE	TRUE	retained
BCKDK	TRUE	TRUE	retained
BCL10	TRUE	TRUE	retained
BCL11A	TRUE	TRUE	retained
BCL11B	TRUE	TRUE	retained
BCL2	TRUE	TRUE	retained
BCL2A1	TRUE	TRUE	retained
BCL2L1	TRUE	TRUE	retained
BCL2L11	TRUE	TRUE	retained
BCL2L12	TRUE	TRUE	retained
BCL2L12P1	TRUE	TRUE	retained
BCL2L13	TRUE	TRUE	retained
BCL2L14	TRUE	TRUE	retained
BCL2L2	TRUE	TRUE	retained
BCL3	TRUE	TRUE	retained
BCL6	TRUE	TRUE	retained
BCL6B	TRUE	TRUE	retained
BCL7A	TRUE	TRUE	retained
BCL7B	TRUE	TRUE	retained
BCL7C	TRUE	TRUE	retained
BCL9	TRUE	TRUE	retained
BCL9L	TRUE	TRUE	retained
BCLAF1	TRUE	TRUE	retained
BCLAF1P1	TRUE	TRUE	retained
BCLAF1P2	TRUE	TRUE	retained
BCLAF3	TRUE	TRUE	retained
BCO2	TRUE	TRUE	retained
BCOR	TRUE	TRUE	retained
BCORL1	TRUE	TRUE	retained
BCR	TRUE	TRUE	retained
BCS1L	TRUE	TRUE	retained
BDH1	TRUE	TRUE	retained
BDH2	TRUE	TRUE	retained
BDH2P1	TRUE	TRUE	retained
BDNF	TRUE	TRUE	retained
BDP1	TRUE	TRUE	retained
BDP1P	TRUE	TRUE	retained
BEAN1	TRUE	TRUE	retained
BECN1	TRUE	TRUE	retained
BEGAIN	TRUE	TRUE	retained
BEND3	TRUE	TRUE	retained
BEND5	TRUE	TRUE	retained
