analysis_scope	go_id	ontology	term_name	universe_genes	selected_deg_genes	measured_term_genes	selected_deg_in_term	expected_selected_in_term	fold_enrichment	fisher_nominal_p	male_higher_genes	female_higher_genes	selected_gene_symbols	nominally_enriched_p_lt_0_05
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010481	BP	epidermal cell division	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009957	BP	epidermal cell fate specification	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007174	BP	epidermal growth factor catabolic process	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0038004	BP	epidermal growth factor receptor ligand maturation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048730	BP	epidermis morphogenesis	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905867	BP	epididymis development	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044726	BP	epigenetic programing of female pronucleus	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044727	BP	epigenetic programing of male pronucleus	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042414	BP	epinephrine metabolic process	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048242	BP	epinephrine secretion	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048241	BP	epinephrine transport	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051625	BP	epinephrine uptake	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904019	BP	epithelial cell apoptotic process	16399	541	36	0	1.18763339228002	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061030	BP	epithelial cell differentiation involved in mammary gland alveolus development	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060742	BP	epithelial cell differentiation involved in prostate gland development	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072148	BP	epithelial cell fate commitment	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002070	BP	epithelial cell maturation	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060502	BP	epithelial cell proliferation involved in lung morphogenesis	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:2001013	BP	epithelial cell proliferation involved in renal tubule morphogenesis	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060664	BP	epithelial cell proliferation involved in salivary gland morphogenesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0090136	BP	epithelial cell-cell adhesion	16399	541	12	0	0.395877797426672	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060287	BP	epithelial cilium movement involved in determination of left/right asymmetry	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042045	BP	epithelial fluid transport	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060940	BP	epithelial to mesenchymal transition involved in cardiac fibroblast development	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0003198	BP	epithelial to mesenchymal transition involved in endocardial cushion formation	16399	541	11	0	0.36288798097445	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060441	BP	epithelial tube branching involved in lung morphogenesis	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060684	BP	epithelial-mesenchymal cell signaling	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990399	BP	epithelium regeneration	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097176	BP	epoxide metabolic process	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0050957	BP	equilibrioception	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070987	BP	error-free translesion synthesis	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042276	BP	error-prone translesion synthesis	16399	541	12	0	0.395877797426672	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0043131	BP	erythrocyte enucleation	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0038162	BP	erythropoietin-mediated signaling pathway	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0014846	BP	esophagus smooth muscle contraction	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051683	BP	establishment of Golgi localization	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097694	BP	establishment of RNA localization to telomere	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097368	BP	establishment of Sertoli cell barrier	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001768	BP	establishment of T cell polarity	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048560	BP	establishment of anatomical structure orientation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035089	BP	establishment of apical/basal cell polarity	16399	541	11	0	0.36288798097445	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061171	BP	establishment of bipolar cell polarity	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061159	BP	establishment of bipolar cell polarity involved in cell morphogenesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990963	BP	establishment of blood-retinal barrier	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048104	BP	establishment of body hair or bristle planar orientation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048105	BP	establishment of body hair planar orientation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0003365	BP	establishment of cell polarity involved in ameboidal cell migration	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071964	BP	establishment of cell polarity regulating cell shape	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045198	BP	establishment of epithelial cell apical/basal polarity	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0090162	BP	establishment of epithelial cell polarity	16399	541	18	0	0.593816696140009	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060857	BP	establishment of glial blood-brain barrier	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0075713	BP	establishment of integrated proviral latency	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061966	BP	establishment of left/right asymmetry	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001767	BP	establishment of lymphocyte polarity	16399	541	10	0	0.329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034089	BP	establishment of meiotic sister chromatid cohesion	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051295	BP	establishment of meiotic spindle localization	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051296	BP	establishment of meiotic spindle orientation	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034087	BP	establishment of mitotic sister chromatid cohesion	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061162	BP	establishment of monopolar cell polarity	16399	541	12	0	0.395877797426672	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001770	BP	establishment of natural killer cell polarity	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045200	BP	establishment of neuroblast polarity	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042249	BP	establishment of planar polarity of embryonic epithelium	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042247	BP	establishment of planar polarity of follicular epithelium	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072599	BP	establishment of protein localization to endoplasmic reticulum	16399	541	42	0	1.38557229099335	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097051	BP	establishment of protein localization to endoplasmic reticulum membrane	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072663	BP	establishment of protein localization to peroxisome	16399	541	19	0	0.626806512592231	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070200	BP	establishment of protein localization to telomere	16399	541	10	0	0.329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072666	BP	establishment of protein localization to vacuole	16399	541	51	0	1.68248063906336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097695	BP	establishment of protein-containing complex localization to telomere	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034085	BP	establishment of sister chromatid cohesion	16399	541	12	0	0.395877797426672	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007529	BP	establishment of synaptic specificity at neuromuscular junction	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0019043	BP	establishment of viral latency	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030950	BP	establishment or maintenance of actin cytoskeleton polarity	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071963	BP	establishment or maintenance of cell polarity regulating cell shape	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030952	BP	establishment or maintenance of cytoskeleton polarity	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030951	BP	establishment or maintenance of microtubule cytoskeleton polarity	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061339	BP	establishment or maintenance of monopolar cell polarity	16399	541	13	0	0.428867613878895	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045196	BP	establishment or maintenance of neuroblast polarity	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0016334	BP	establishment or maintenance of polarity of follicular epithelium	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035938	BP	estradiol secretion	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006703	BP	estrogen biosynthetic process	16399	541	11	0	0.36288798097445	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044849	BP	estrous cycle	16399	541	11	0	0.36288798097445	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006068	BP	ethanol catabolic process	16399	541	10	0	0.329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006067	BP	ethanol metabolic process	16399	541	10	0	0.329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006580	BP	ethanolamine metabolic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034229	BP	ethanolamine transport	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901502	BP	ether catabolic process	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905143	BP	eukaryotic translation initiation factor 2 complex assembly	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097010	BP	eukaryotic translation initiation factor 4F complex assembly	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098817	BP	evoked excitatory postsynaptic potential	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061670	BP	evoked neurotransmitter secretion	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905805	BP	excitatory synapse pruning	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097194	BP	execution phase of apoptosis	16399	541	57	0	1.88041953777669	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097528	BP	execution phase of necroptosis	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035891	BP	exit from host cell	16399	541	27	0	0.890725044210013	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010458	BP	exit from mitosis	16399	541	24	0	0.791755594853345	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031017	BP	exocrine pancreas development	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035272	BP	exocrine system development	16399	541	12	0	0.395877797426672	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001927	BP	exocyst assembly	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098967	BP	exocytic insertion of neurotransmitter receptor to postsynaptic membrane	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1903259	BP	exon-exon junction complex disassembly	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000467	BP	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990182	BP	exosomal secretion	16399	541	19	0	0.626806512592231	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0170037	BP	export from the mitochondrion	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021816	BP	extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035261	BP	external genitalia morphogenesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071971	BP	extracellular exosome assembly	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097734	BP	extracellular exosome biogenesis	16399	541	20	0	0.659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070278	BP	extracellular matrix constituent secretion	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035426	BP	extracellular matrix-cell signaling	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072680	BP	extracellular matrix-dependent thymocyte migration	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1900116	BP	extracellular negative regulation of signal transduction	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1900115	BP	extracellular regulation of signal transduction	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0140112	BP	extracellular vesicle biogenesis	16399	541	22	0	0.725775961948899	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0140569	BP	extraction of mislocalized protein from ER membrane	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0140568	BP	extraction of mislocalized protein from membrane	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0140570	BP	extraction of mislocalized protein from mitochondrial outer membrane	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1903867	BP	extraembryonic membrane development	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002074	BP	extraocular skeletal muscle development	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033078	BP	extrathymic T cell differentiation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006726	BP	eye pigment biosynthetic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0008057	BP	eye pigment granule organization	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042441	BP	eye pigment metabolic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048069	BP	eye pigmentation	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021561	BP	facial nerve development	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021610	BP	facial nerve morphogenesis	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021612	BP	facial nerve structural organization	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021754	BP	facial nucleus development	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1903375	BP	facioacoustic ganglion development	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0140718	BP	facultative heterochromatin formation	16399	541	16	0	0.527837063235563	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045339	BP	farnesyl diphosphate catabolic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097156	BP	fasciculation of motor neuron axon	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097155	BP	fasciculation of sensory neuron axon	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098746	BP	fast, calcium ion-dependent exocytosis of neurotransmitter	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031443	BP	fast-twitch skeletal muscle fiber contraction	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904606	BP	fat cell apoptotic process	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070341	BP	fat cell proliferation	16399	541	13	0	0.428867613878895	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042362	BP	fat-soluble vitamin biosynthetic process	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001561	BP	fatty acid alpha-oxidation	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033539	BP	fatty acid beta-oxidation using acyl-CoA dehydrogenase	16399	541	12	0	0.395877797426672	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033540	BP	fatty acid beta-oxidation using acyl-CoA oxidase	16399	541	14	0	0.461857430331118	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901569	BP	fatty acid derivative catabolic process	16399	541	15	0	0.49484724678334	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030497	BP	fatty acid elongation	16399	541	10	0	0.329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034625	BP	fatty acid elongation, monounsaturated fatty acid	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034626	BP	fatty acid elongation, polyunsaturated fatty acid	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0019367	BP	fatty acid elongation, saturated fatty acid	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0019368	BP	fatty acid elongation, unsaturated fatty acid	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0062112	BP	fatty acid primary amide biosynthetic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0062126	BP	fatty acid primary amide metabolic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1902001	BP	fatty acid transmembrane transport	16399	541	16	0	0.527837063235563	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1903173	BP	fatty alcohol metabolic process	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0046949	BP	fatty-acyl-CoA biosynthetic process	16399	541	22	0	0.725775961948899	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0036115	BP	fatty-acyl-CoA catabolic process	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035337	BP	fatty-acyl-CoA metabolic process	16399	541	35	0	1.15464357582779	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0015916	BP	fatty-acyl-CoA transport	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007292	BP	female gamete generation	16399	541	71	0	2.34227696810781	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060180	BP	female mating behavior	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007144	BP	female meiosis I	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0016321	BP	female meiosis chromosome segregation	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051309	BP	female meiosis chromosome separation	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007143	BP	female meiotic nuclear division	16399	541	18	0	0.593816696140009	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030237	BP	female sex determination	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006113	BP	fermentation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006124	BP	ferredoxin metabolic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097707	BP	ferroptosis	16399	541	31	0	1.0226843100189	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044346	BP	fibroblast apoptotic process	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0090269	BP	fibroblast growth factor production	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1902178	BP	fibroblast growth factor receptor apoptotic signaling pathway	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0008543	BP	fibroblast growth factor receptor signaling pathway	16399	541	43	0	1.41856210744558	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035603	BP	fibroblast growth factor receptor signaling pathway involved in hemopoiesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035602	BP	fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035607	BP	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035604	BP	fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905590	BP	fibronectin fibril organization	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072681	BP	fibronectin-dependent thymocyte migration	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905285	BP	fibrous ring of heart morphogenesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0046847	BP	filopodium assembly	16399	541	57	0	1.88041953777669	0		0	0		FALSE
