analysis_scope	go_id	ontology	term_name	universe_genes	selected_deg_genes	measured_term_genes	selected_deg_in_term	expected_selected_in_term	fold_enrichment	fisher_nominal_p	male_higher_genes	female_higher_genes	selected_gene_symbols	nominally_enriched_p_lt_0_05
PAPER_REPRODUCTION_GENOMEWIDE	GO:0050728	BP	negative regulation of inflammatory response	16399	541	128	4	4.2226965058845	0.947262014787431	0.613434798559192	3	1	APOA1; FPR2; NR1D1; PROC	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007159	BP	leukocyte cell-cell adhesion	16399	541	289	9	9.53405695469236	0.943984291552872	0.617182847247049	3	6	ADD2; ARG1; HLA-DRA; ITGAX; LGALS9C; PIK3R6; RASAL3; SELL; ZBTB16	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035710	BP	CD4-positive, alpha-beta T cell activation	16399	541	96	3	3.16702237941338	0.947262014787431	0.618024517870427	2	1	HLA-DRA; LGALS9C; MYB	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0120034	BP	positive regulation of plasma membrane bounded cell projection assembly	16399	541	96	3	3.16702237941338	0.947262014787431	0.618024517870427	0	3	AVIL; EPS8L1; HAP1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007286	BP	spermatid development	16399	541	96	3	3.16702237941338	0.947262014787431	0.618024517870427	0	3	CATSPERB; CFAP157; CFAP58	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010975	BP	regulation of neuron projection development	16399	541	321	10	10.5897310811635	0.944311042778747	0.61828772174733	1	9	AVIL; CTNNA2; KIAA0319; LZTS3; MFSD2A; MINAR1; RELN; SRCIN1; STX1B; ULK4	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002695	BP	negative regulation of leukocyte activation	16399	541	129	4	4.25568632233673	0.93991889839373	0.619561415269273	1	3	ARG1; CLNK; LGALS9C; NR1D1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0003300	BP	cardiac muscle hypertrophy	16399	541	63	2	2.07835843649003	0.962297919784057	0.620022784139786	1	1	AGT; FOXO1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030902	BP	hindbrain development	16399	541	63	2	2.07835843649003	0.962297919784057	0.620022784139786	0	2	CTNNA2; HAP1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051928	BP	positive regulation of calcium ion transport	16399	541	63	2	2.07835843649003	0.962297919784057	0.620022784139786	1	1	CACNA1D; F2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010659	BP	cardiac muscle cell apoptotic process	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	PAX8	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045197	BP	establishment or maintenance of epithelial cell apical/basal polarity	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	1	0	ANK1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045190	BP	isotype switching	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	CLCF1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034389	BP	lipid droplet organization	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	PLA2G4C	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030224	BP	monocyte differentiation	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	1	0	MT1G	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1900016	BP	negative regulation of cytokine production involved in inflammatory response	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	1	0	F2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045920	BP	negative regulation of exocytosis	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	CBARP	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901223	BP	negative regulation of non-canonical NF-kappaB signal transduction	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	1	0	NDUFC2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0050775	BP	positive regulation of dendrite morphogenesis	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	1	0	RELN	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1903055	BP	positive regulation of extracellular matrix organization	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	1	0	AGT	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031116	BP	positive regulation of microtubule polymerization	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	NAV3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045070	BP	positive regulation of viral genome replication	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	FKBP6	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098926	BP	postsynaptic signal transduction	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	CHRNE	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0015865	BP	purine nucleotide transport	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	1	0	ABCC6	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045124	BP	regulation of bone resorption	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	ITGB3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0150077	BP	regulation of neuroinflammatory response	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	NR1D1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0046825	BP	regulation of protein export from nucleus	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	RAPGEF3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035282	BP	segmentation	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	IRX3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002208	BP	somatic diversification of immunoglobulins involved in immune response	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	CLCF1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002204	BP	somatic recombination of immunoglobulin genes involved in immune response	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	CLCF1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0055010	BP	ventricular cardiac muscle tissue morphogenesis	16399	541	29	1	0.956704677114458	1.04525463700682	0.622312041894083	0	1	MYBPC3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007264	BP	small GTPase-mediated signal transduction	16399	541	449	14	14.812427587048	0.945152299832448	0.624079342650029	2	12	APOA1; ARHGEF16; DOCK3; EPS8L1; KALRN; PLCD4; PLEKHG5; PSD2; RAPGEF3; RASAL3; RASGRP2; RELN; RHOJ; SRGAP3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0007259	BP	cell surface receptor signaling pathway via JAK-STAT	16399	541	97	3	3.2000121958656	0.937496427006117	0.62503610271475	1	2	CLCF1; CYP1B1; F2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042127	BP	regulation of cell population proliferation	16399	541	1043	33	34.4083785596683	0.959068732133775	0.625548370477089	12	21	ABCC8; ADGRB1; AGT; AKR1C2; AKR1C3; AR; ARG1; ATOH8; CLCF1; CLDN1; CLDN3; CYP1B1; FLT4; HPN; IGFBP5; ITGAX; ITGB3; KLF9; LGALS9C; LIF; MINAR1; MLXIPL; MYB; NLGN2; NOS3; NR1D1; OSR2; PF4; RASAL3; RBP4; SERPINF2; SOX9; TBX1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990845	BP	adaptive thermogenesis	16399	541	130	4	4.28867613878895	0.93268875302147	0.625626876986847	1	3	ACHE; G0S2; NR1D1; ZNF516	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030178	BP	negative regulation of Wnt signaling pathway	16399	541	130	4	4.28867613878895	0.93268875302147	0.625626876986847	1	3	ALPK2; SHISA6; SOX9; TLE6	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002822	BP	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	16399	541	130	4	4.28867613878895	0.93268875302147	0.625626876986847	3	1	ARG1; C17orf99; CLCF1; HLA-DRA	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0003170	BP	heart valve development	16399	541	64	2	2.11134825294225	0.947262014787431	0.628605518438582	1	1	NOS3; SOX9	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072676	BP	lymphocyte migration	16399	541	64	2	2.11134825294225	0.947262014787431	0.628605518438582	0	2	ITGB3; MYO1G	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002224	BP	toll-like receptor signaling pathway	16399	541	64	2	2.11134825294225	0.947262014787431	0.628605518438582	1	1	PRKCE; TLR8	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901135	BP	carbohydrate derivative metabolic process	16399	541	796	25	26.2598938959693	0.952022125414503	0.630311757552747	12	13	ABCC6; AKR1C1; AKR1C2; AKR1C3; ALDOB; ATP1A2; B4GALNT1; DPYS; EXTL1; FBXO44; GALNT9; GATA1; GDPD5; ITIH1; ITIH2; ITIH3; MGAT5B; MLXIPL; NDST2; NDUFC2; OGDHL; SLC4A4; UCK2; XDH; ZBTB20	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032868	BP	response to insulin	16399	541	196	6	6.46600402463565	0.927930136934626	0.63088994383413	3	3	ABCC8; AHSG; BLVRB; FOXO1; HMGCS2; LPIN3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045087	BP	innate immune response	16399	541	734	23	24.2145252759315	0.949843110195571	0.631571220657091	14	9	ADGRB1; ARG1; C1R; CFH; CLDN1; CLNK; FCN3; FGA; FGB; FPR1; FPR2; H2BC13; H2BC14; H2BC6; IFIT2; NLRC5; NR1D1; PIK3R6; PRKCE; TLR8; TRAF3IP3; TRIM17; VAMP7	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0048639	BP	positive regulation of developmental growth	16399	541	98	3	3.23300201231782	0.927930136934626	0.631959031433946	1	2	CPNE5; RIMS2; VIL1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002369	BP	T cell cytokine production	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	ARG1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001913	BP	T cell mediated cytotoxicity	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	HLA-DRA	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002478	BP	antigen processing and presentation of exogenous peptide antigen	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	HLA-DRA	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060038	BP	cardiac muscle cell proliferation	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	RBP4	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009583	BP	detection of light stimulus	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	RP1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042059	BP	negative regulation of epidermal growth factor receptor signaling pathway	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	ZFYVE28	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032376	BP	positive regulation of cholesterol transport	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	APOA1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:2000403	BP	positive regulation of lymphocyte migration	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	ITGB3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045880	BP	positive regulation of smoothened signaling pathway	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	ULK4	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032373	BP	positive regulation of sterol transport	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	APOA1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034315	BP	regulation of Arp2/3 complex-mediated actin nucleation	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	CTNNA2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002724	BP	regulation of T cell cytokine production	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	ARG1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1902229	BP	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	MUC1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010662	BP	regulation of striated muscle cell apoptotic process	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	PAX8	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009620	BP	response to fungus	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	1	0	ARG1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044273	BP	sulfur compound catabolic process	16399	541	30	1	0.989694493566681	1.01041281577326	0.63479397135867	0	1	GGT3P	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904659	BP	D-glucose transmembrane transport	16399	541	65	2	2.14433806939448	0.93268875302147	0.637036790022105	1	1	PPBP; SLC2A11	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044344	BP	cellular response to fibroblast growth factor stimulus	16399	541	65	2	2.14433806939448	0.93268875302147	0.637036790022105	1	1	CPS1; TBX1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006006	BP	glucose metabolic process	16399	541	132	4	4.3546557716934	0.918557105248418	0.637572373049955	2	2	ALDOB; FOXO1; NNMT; RBP4	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0050790	BP	regulation of catalytic activity	16399	541	423	13	13.9546923592902	0.931586284046268	0.642856215879224	1	12	AGT; ARHGEF16; ASAP3; CACNA1C; CACNA1D; CARD14; CEP85; NEK10; PIK3R6; RAPGEF3; RASGRP2; SRCIN1; ZFYVE28	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032869	BP	cellular response to insulin stimulus	16399	541	166	5	5.47630953106897	0.913023628710776	0.643836826859031	3	2	AHSG; BLVRB; FOXO1; HMGCS2; LPIN3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030166	BP	proteoglycan biosynthetic process	16399	541	66	2	2.1773278858467	0.918557105248418	0.645317232420835	0	2	EXTL1; NDST2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033273	BP	response to vitamin	16399	541	66	2	2.1773278858467	0.918557105248418	0.645317232420835	1	1	CYP26B1; F7	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0016441	BP	post-transcriptional gene silencing	16399	541	100	3	3.29898164522227	0.909371534195933	0.645537547466709	0	3	MIR23AHG; MIRLET7BHG; MOV10L1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0019884	BP	antigen processing and presentation of exogenous antigen	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	1	0	HLA-DRA	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060986	BP	endocrine hormone secretion	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	1	0	AGT	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035088	BP	establishment or maintenance of apical/basal cell polarity	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	1	0	ANK1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061245	BP	establishment or maintenance of bipolar cell polarity	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	1	0	ANK1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000466	BP	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	1	0	RPL37	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006839	BP	mitochondrial transport	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	SLC25A29	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0050771	BP	negative regulation of axonogenesis	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	KIAA0319	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0099590	BP	neurotransmitter receptor internalization	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	ITGB3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042119	BP	neutrophil activation	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	1	0	VAMP7	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010770	BP	positive regulation of cell morphogenesis	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	1	0	RELN	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0140239	BP	postsynaptic endocytosis	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	ITGB3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098884	BP	postsynaptic neurotransmitter receptor internalization	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	ITGB3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010591	BP	regulation of lamellipodium assembly	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	AVIL	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006359	BP	regulation of transcription by RNA polymerase III	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	AR	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097178	BP	ruffle assembly	16399	541	31	1	1.0226843100189	0.977818853974122	0.646864132119558	0	1	EPS8L1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0019318	BP	hexose metabolic process	16399	541	167	5	5.50929934752119	0.907556421353227	0.649061454907764	2	3	ALDOB; FOXO1; GLB1L3; NNMT; RBP4	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0022411	BP	cellular component disassembly	16399	541	393	12	12.9649978657235	0.925568991548024	0.649077019382496	7	5	ABCC8; ADD2; AVIL; HPN; NAV3; NFE2; PLG; SPTA1; SPTB; SPTBN5; STX1A; VIL1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1903046	BP	meiotic cell cycle process	16399	541	134	4	4.42063540459784	0.904847297707396	0.649267801573824	1	3	ANKLE1; CYP26B1; MOV10L1; ZNF541	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097529	BP	myeloid leukocyte migration	16399	541	134	4	4.42063540459784	0.904847297707396	0.649267801573824	3	1	ADGRE2; FPR2; PF4; PPBP	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051336	BP	regulation of hydrolase activity	16399	541	134	4	4.42063540459784	0.904847297707396	0.649267801573824	0	4	ARHGEF16; ASAP3; RAPGEF3; RASGRP2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002768	BP	immune response-regulating cell surface receptor signaling pathway	16399	541	265	8	8.74230135983901	0.915090852021065	0.65044274997845	3	5	FCN3; FPR1; FPR2; FYB2; IGHG1; MYO1G; NR1D1; PRKCE	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0050778	BP	positive regulation of immune response	16399	541	553	17	18.2433684980791	0.931845453968105	0.652724556128508	7	10	C17orf99; C1R; CFH; CLCF1; CLNK; FCN3; FPR1; FPR2; FYB2; HLA-DRA; IGHG1; MYO1G; NLRC5; NR1D1; PRKCE; TLR8; TRAF3IP3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0015908	BP	fatty acid transport	16399	541	67	2	2.21031770229892	0.904847297707396	0.65344760206248	0	2	MFSD2A; SLCO3A1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044788	BP	host-mediated perturbation of viral process	16399	541	67	2	2.21031770229892	0.904847297707396	0.65344760206248	2	0	HPN; PIK3C2G	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032637	BP	interleukin-8 production	16399	541	67	2	2.21031770229892	0.904847297707396	0.65344760206248	2	0	APOA2; TLR8	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031503	BP	protein-containing complex localization	16399	541	67	2	2.21031770229892	0.904847297707396	0.65344760206248	0	2	GRIP2; TNFAIP2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032677	BP	regulation of interleukin-8 production	16399	541	67	2	2.21031770229892	0.904847297707396	0.65344760206248	2	0	APOA2; TLR8	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0043067	BP	regulation of programmed cell death	16399	541	1057	33	34.8702359899994	0.94636583501942	0.656102608776911	15	18	AGT; AKR1C3; ALPK2; AR; ARG1; CARD14; CLCF1; CYP1B1; FGA; FGB; FGG; FLT4; FOXO1; G0S2; GATA1; GRIK2; HPN; IFIT2; ITGB3; KNG1; MAPK8IP2; MTNR1B; MUC1; MYB; NOS3; PAX8; PF4; PIP5KL1; PRDX2; PROC; SLC1A1; SOX9; TBX1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032924	BP	activin receptor signaling pathway	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	IGSF1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035904	BP	aorta development	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	TBX1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009798	BP	axis specification	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	PKD1L1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031103	BP	axon regeneration	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	KIAA0319	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0040001	BP	establishment of mitotic spindle localization	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	MISP	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001942	BP	hair follicle development	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	SOX9	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000470	BP	maturation of LSU-rRNA	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	RPL37	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0046329	BP	negative regulation of JNK cascade	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	AMBP	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0046636	BP	negative regulation of alpha-beta T cell activation	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	LGALS9C	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001953	BP	negative regulation of cell-matrix adhesion	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	FAM107A	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032692	BP	negative regulation of interleukin-1 production	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	APOA1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031111	BP	negative regulation of microtubule polymerization or depolymerization	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	NAV3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0045933	BP	positive regulation of muscle contraction	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	CACNA1C	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042558	BP	pteridine-containing compound metabolic process	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	NOS3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010874	BP	regulation of cholesterol efflux	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	APOA1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031641	BP	regulation of myelination	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	ITGAX	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009156	BP	ribonucleoside monophosphate biosynthetic process	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	UCK2	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010658	BP	striated muscle cell apoptotic process	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	PAX8	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0022029	BP	telencephalon cell migration	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	1	0	RELN	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060412	BP	ventricular septum morphogenesis	16399	541	32	1	1.05567412647113	0.947262014787431	0.658536083764433	0	1	NOS3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0019827	BP	stem cell population maintenance	16399	541	102	3	3.36496127812672	0.891540719799935	0.658758028888203	1	2	POU5F1; SOX9; TBX1	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031349	BP	positive regulation of defense response	16399	541	396	12	13.0639673150802	0.918557105248418	0.659317693848263	5	7	AGT; CLNK; FCN3; FPR2; NLRC5; NPAS2; NR1D1; PRKCE; PTGER3; TLR8; TRAF3IP3; VAMP7	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061564	BP	axon development	16399	541	332	10	10.9526190621379	0.913023628710776	0.660101786179693	2	8	ADGRB1; ANOS1; CNTN2; CTNNA2; DSCAML1; EPHB6; HMCN2; KALRN; KIAA0319; RELN	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030258	BP	lipid modification	16399	541	136	4	4.48661503750229	0.891540719799935	0.660710355848712	2	2	ADH4; MFSD2A; PLPP2; SOX9	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0050670	BP	regulation of lymphocyte proliferation	16399	541	136	4	4.48661503750229	0.891540719799935	0.660710355848712	1	3	ARG1; CLCF1; LGALS9C; RASAL3	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060395	BP	SMAD protein signal transduction	16399	541	68	2	2.24330751875114	0.891540719799935	0.661428769504057	0	2	ATOH8; KIAA0319	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0008645	BP	hexose transmembrane transport	16399	541	68	2	2.24330751875114	0.891540719799935	0.661428769504057	1	1	PPBP; SLC2A11	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051057	BP	positive regulation of small GTPase mediated signal transduction	16399	541	68	2	2.24330751875114	0.891540719799935	0.661428769504057	2	0	APOA1; RELN	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002709	BP	regulation of T cell mediated immunity	16399	541	68	2	2.24330751875114	0.891540719799935	0.661428769504057	2	0	ARG1; HLA-DRA	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010906	BP	regulation of glucose metabolic process	16399	541	68	2	2.24330751875114	0.891540719799935	0.661428769504057	0	2	FOXO1; NNMT	FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071774	BP	response to fibroblast growth factor	16399	541	68	2	2.24330751875114	0.891540719799935	0.661428769504057	1	1	CPS1; TBX1	FALSE
