gene	chromosome	sex_chromosome	base_mean	log2_fold_change_male_minus_female	standard_error	wald_statistic	nominal_p	nominal_p_lt_0_05	paper_deg_rule	direction
TTR	18	FALSE	1203.11704856676	2.94042964539838	0.719065922082758	4.08923515229521	4.32797922635566e-05	TRUE	TRUE	Male higher
NFE2	12	FALSE	162.976655782304	1.51124869349418	0.370107672162351	4.08326767360622	4.44068229024473e-05	TRUE	TRUE	Male higher
APOC1	19	FALSE	695.483173933133	1.20922520908288	0.297464875340782	4.06510250226204	4.80113566058041e-05	TRUE	TRUE	Male higher
ANO1	11	FALSE	688.875171652719	-0.809064421015014	0.205953770653814	-3.92837877377329	8.55204413599976e-05	TRUE	TRUE	Female higher
MT1G	16	FALSE	851.649737413817	2.34229103902397	0.596702105076849	3.92539429490082	8.6587787688209e-05	TRUE	TRUE	Male higher
PAPLN	14	FALSE	2120.55973612251	-1.2560167240574	0.321945442376607	-3.90133407320651	9.5664022793743e-05	TRUE	TRUE	Female higher
ADH4	4	FALSE	66.9982435256525	1.24669370357992	0.31971608069359	3.89937753795602	9.64402994301181e-05	TRUE	TRUE	Male higher
KLRA1P	12	FALSE	54.5605208346405	-0.769503692542101	0.202778635186632	-3.79479668473886	0.000147764493066299	TRUE	TRUE	Female higher
HBG1	11	FALSE	133129.746729792	1.91391473347985	0.505149837229497	3.78880599858599	0.000151373061646686	TRUE	TRUE	Male higher
ANK1	8	FALSE	1563.01416000441	1.21548483977022	0.320845880750284	3.78837601694578	0.000151635232296718	TRUE	TRUE	Male higher
SLC38A4	12	FALSE	306.252708464699	1.03712001778347	0.274473951859497	3.77857356137886	0.000157729261150602	TRUE	TRUE	Male higher
XIST	X	TRUE	29185.326513071	-1.91680410526868	0.508024902721456	-3.77305146854119	0.000161263004052736	TRUE	TRUE	Female higher
GATA1	X	TRUE	111.715527203975	1.41318012507379	0.376481583396977	3.75365007850512	0.000174278108332687	TRUE	TRUE	Male higher
ADAM20P1	14	FALSE	53.1443569048867	-0.66276932020389	0.176898463097622	-3.74660869630134	0.000179241355459405	TRUE	TRUE	Female higher
GPR132	14	FALSE	240.977623762441	-1.14168374991916	0.305693295135643	-3.73473598566358	0.000187912215619709	TRUE	TRUE	Female higher
TRAF3IP3	1	FALSE	102.573712963381	-1.26882081449607	0.340214028442892	-3.7294782355192	0.000191876678106624	TRUE	TRUE	Female higher
SPTA1	1	FALSE	1698.99823349666	1.55872760940442	0.41819161214205	3.72730481470048	0.0001935383381416	TRUE	TRUE	Male higher
SLC4A1	17	FALSE	2415.98536005541	1.59797876727912	0.42939159445206	3.72149522236987	0.000198046613513871	TRUE	TRUE	Male higher
RAPGEF3	12	FALSE	1060.11287551424	-0.974919606542003	0.263878387412144	-3.69457921924961	0.000220251219617089	TRUE	TRUE	Female higher
C17orf99	17	FALSE	99.4679989433476	1.40851452160693	0.383120912728734	3.6764229641628	0.000236527237592552	TRUE	TRUE	Male higher
PKD1L1	7	FALSE	93.7852370550501	-0.69390441681662	0.188943210500439	-3.67255544657429	0.00024013702582406	TRUE	TRUE	Female higher
CLBA1	14	FALSE	132.488111703	-0.661251435399937	0.180390357308438	-3.66566952505841	0.0002466923285465	TRUE	TRUE	Female higher
GABRP	5	FALSE	198.881538573752	-2.07285751164954	0.566782848624926	-3.65723401242381	0.000254951602385735	TRUE	TRUE	Female higher
USH2A	1	FALSE	92.5985211960458	-0.930320944766098	0.255723830939714	-3.63799080182486	0.000274773235825054	TRUE	TRUE	Female higher
GPR78	4	FALSE	1884.07927869011	-1.04479540165069	0.288001803634862	-3.62773909213194	0.000285913968137232	TRUE	TRUE	Female higher
PRKCE	2	FALSE	1780.71435194669	-0.619108427862504	0.170881162780232	-3.62303496646223	0.000291166443654604	TRUE	TRUE	Female higher
EPB42	15	FALSE	492.162340840975	1.53855155961256	0.425059119864011	3.61961780776469	0.000295038465591289	TRUE	TRUE	Male higher
MYL4	17	FALSE	170.139359618791	1.21538388056676	0.337662989775898	3.5993991564589	0.000318953290745739	TRUE	TRUE	Male higher
ADH1A	4	FALSE	168.945063054143	1.42963374786969	0.398225513022622	3.59001043659521	0.000330664721823618	TRUE	TRUE	Male higher
LDLRAD2	1	FALSE	130.701476794183	-1.23807016292555	0.348035580298108	-3.55730917472599	0.000374673089481812	TRUE	TRUE	Female higher
FER1L4	20	FALSE	3530.05358960208	-1.07993222277751	0.305162645631739	-3.53887423063156	0.000401837254847107	TRUE	TRUE	Female higher
C17orf49		FALSE	42.9367251260739	-0.646833192975191	0.183719193678585	-3.52077091143139	0.000430294193388695	TRUE	TRUE	Female higher
PAX8	2	FALSE	1617.46349211108	-1.24299873643206	0.354782616558285	-3.50355028239625	0.000459099971046551	TRUE	TRUE	Female higher
APOA2	1	FALSE	2926.72770957653	2.59240513664524	0.740799372476132	3.49946994147699	0.000466184162526868	TRUE	TRUE	Male higher
NEK10	3	FALSE	99.985095164177	-1.09721191134081	0.315211016149523	-3.48088060101408	0.000499768221644793	TRUE	TRUE	Female higher
RPS27A	2	FALSE	943.192811029356	0.601820745363791	0.173354903660677	3.47161073990608	0.000517345903626841	TRUE	TRUE	Male higher
GRID1	10	FALSE	327.413074589751	-0.815417174699024	0.234889631968935	-3.47149070763101	0.000517577244527877	TRUE	TRUE	Female higher
APOB	2	FALSE	11380.2449655697	2.5371451331476	0.731734288642311	3.46730387317932	0.00052570722202602	TRUE	TRUE	Male higher
ZNF541	19	FALSE	48.9212814661991	-0.807551817244294	0.233650634408089	-3.45623635600254	0.000547774773238849	TRUE	TRUE	Female higher
LIF	22	FALSE	271.338836626016	-1.43430570058238	0.415421420797141	-3.45265224366651	0.000555104131088621	TRUE	TRUE	Female higher
ZBTB16	11	FALSE	716.090747435862	-1.46119009271812	0.423750330095112	-3.44823352088045	0.000564265956581759	TRUE	TRUE	Female higher
SCNN1A	12	FALSE	267.07269323267	-1.64620785929371	0.478812636129633	-3.43810445898094	0.000585801671001765	TRUE	TRUE	Female higher
APOM	6	FALSE	271.143068130988	1.63726378031525	0.476324439525823	3.43728695077064	0.000587572758944793	TRUE	TRUE	Male higher
COL2A1	12	FALSE	860.828139636514	1.53444638120007	0.44682612446128	3.43410176173134	0.000594520956483115	TRUE	TRUE	Male higher
MYO1A	12	FALSE	72.8117651186162	-1.14973941218872	0.335295830757199	-3.42902984982623	0.00060574290314747	TRUE	TRUE	Female higher
PITPNM2	12	FALSE	1872.27952576467	-0.661528264206468	0.192976008563906	-3.42803371843705	0.000607969942726221	TRUE	TRUE	Female higher
TF	3	FALSE	2435.33720321893	2.2400106035631	0.653695349451001	3.4266889085938	0.000610988607398303	TRUE	TRUE	Male higher
CPS1	2	FALSE	2995.49420777257	1.12033886243	0.329049063938695	3.40477753991947	0.00066217973329056	TRUE	TRUE	Male higher
MINAR1	15	FALSE	113.598014266759	-0.708079229082575	0.208234558312979	-3.40039249401785	0.000672891899192905	TRUE	TRUE	Female higher
ITGA10	1	FALSE	122.772719655523	-0.80933991118222	0.238234457309456	-3.39724118971977	0.000680689427191862	TRUE	TRUE	Female higher
SPOCD1	1	FALSE	97.8648534943741	-0.950940469563453	0.27997659314107	-3.39649989627636	0.000682535832556187	TRUE	TRUE	Female higher
COL7A1	3	FALSE	2325.83605726863	-0.810957401140657	0.238886255562212	-3.39474282114762	0.000686930947319383	TRUE	TRUE	Female higher
ULK4	3	FALSE	1382.50402278988	-0.916379044200319	0.270996652667149	-3.38151425555008	0.000720874922960612	TRUE	TRUE	Female higher
F2	11	FALSE	690.812683733851	2.09592589252711	0.620581135276099	3.37735998306592	0.000731852021118661	TRUE	TRUE	Male higher
PF4	4	FALSE	154.795579836395	1.16745460915558	0.348400306766352	3.35090006088459	0.000805493665830678	TRUE	TRUE	Male higher
ITIH2	10	FALSE	1750.62448938138	2.33010318423977	0.695908730133754	3.34828848000214	0.000813123237319587	TRUE	TRUE	Male higher
HBG2	11	FALSE	50292.8280612759	1.81334672838947	0.542275515594627	3.34395833158919	0.000825921414921948	TRUE	TRUE	Male higher
FTL	19	FALSE	23058.0239177956	0.603023704775943	0.180529125665418	3.34031255374022	0.000836841509643176	TRUE	TRUE	Male higher
PLG	6	FALSE	660.961186092764	2.08293638723189	0.623915565599937	3.3384908184315	0.000842348140810205	TRUE	TRUE	Male higher
IGSF1	X	TRUE	238.194001279499	1.56428460798012	0.469257750091447	3.33352961709268	0.000857515415781888	TRUE	TRUE	Male higher
FBXO41	2	FALSE	205.26353334822	-0.765746724049385	0.229905072362016	-3.33070826225015	0.000866253370718264	TRUE	TRUE	Female higher
RPL21P39	3	FALSE	72.2703302221064	0.61013767998349	0.183543142091044	3.32421943436514	0.000886663997309462	TRUE	TRUE	Male higher
ALB	4	FALSE	35701.9976199302	2.5273935945562	0.7615696397393	3.31866379996631	0.000904492567536934	TRUE	TRUE	Male higher
PCDH19	X	TRUE	141.19953030563	-1.19939731484554	0.361700796295711	-3.31599301723674	0.000913181104801949	TRUE	TRUE	Female higher
HPX	11	FALSE	504.561231469806	1.69568315709713	0.511631312750508	3.31426774483605	0.000918834777647763	TRUE	TRUE	Male higher
IQCH	15	FALSE	85.6522623443039	-0.614919716467569	0.185563898458201	-3.31378959795934	0.000920407382968195	TRUE	TRUE	Female higher
KCND2	7	FALSE	100.767420311083	-1.2757105727717	0.386243181926429	-3.3028688465359	0.000957011363914143	TRUE	TRUE	Female higher
COL24A1	1	FALSE	133.08172617538	-0.909724099881446	0.276163061212327	-3.29415561910363	0.00098717828425164	TRUE	TRUE	Female higher
SERPINF2	17	FALSE	746.837969139604	1.70452218438927	0.520662211360072	3.273758200997	0.00106127382642335	TRUE	TRUE	Male higher
ANKLE1	19	FALSE	125.999451568937	1.02812059150331	0.314655261066588	3.26745082226906	0.00108520718492428	TRUE	TRUE	Male higher
LGSN	6	FALSE	107.822225054457	-0.947409335115062	0.290298156926528	-3.26357337278873	0.00110016693008207	TRUE	TRUE	Female higher
SERPINA1	14	FALSE	7523.10282681996	2.18936967789848	0.67089000446099	3.26338097652458	0.00110091416485797	TRUE	TRUE	Male higher
LIPC	15	FALSE	245.641094204049	1.66544379981018	0.510375741922995	3.26317193982441	0.00110172656025037	TRUE	TRUE	Male higher
SERPINC1	1	FALSE	298.500268979238	1.92485431971249	0.59346868492687	3.24339660811199	0.00118113670160391	TRUE	TRUE	Male higher
AMDHD1	12	FALSE	69.8556081091859	1.08754695812013	0.336861535132482	3.2284688060108	0.00124454831421875	TRUE	TRUE	Male higher
ANGPTL3	1	FALSE	140.561846463103	1.05025109754379	0.326447529889105	3.21721257287675	0.00129442653535847	TRUE	TRUE	Male higher
CACNA1D	3	FALSE	486.690525993069	-1.02792651678897	0.320114206157931	-3.21112433317577	0.00132216715931219	TRUE	TRUE	Female higher
BLVRB	19	FALSE	2820.30355005573	0.749690333291744	0.233541542181029	3.21009412839547	0.00132691512438179	TRUE	TRUE	Male higher
ABCC8	11	FALSE	207.961219988988	-1.16781370948691	0.363905223085163	-3.20911499864241	0.0013314422737456	TRUE	TRUE	Female higher
ITGAX	16	FALSE	1886.95555695692	-1.20501406996892	0.375942569021926	-3.20531424016162	0.00134915099696338	TRUE	TRUE	Female higher
DHRS13	17	FALSE	149.741933057234	0.858784121993017	0.268207610900406	3.20193792827121	0.00136506409012256	TRUE	TRUE	Male higher
MT2A	16	FALSE	439.891254689326	0.853219959069215	0.267728921814533	3.18688004749922	0.00143816406209758	TRUE	TRUE	Male higher
RPS20	8	FALSE	1724.33062775639	0.654993243372521	0.205775115082651	3.18305370943147	0.00145730579124037	TRUE	TRUE	Male higher
MT1HL1	1	FALSE	380.710133922481	1.97592888634481	0.622574920998332	3.17380096708089	0.00150456824552075	TRUE	TRUE	Male higher
KNG1	3	FALSE	260.901473214378	1.98258374493977	0.624836173542105	3.1729656970735	0.00150890351191191	TRUE	TRUE	Male higher
CACNA1G	17	FALSE	702.67942068165	-0.766836319555891	0.242138334303134	-3.1669348092396	0.00154054849334651	TRUE	TRUE	Female higher
EXTL1	1	FALSE	248.21901311436	-1.22766543355254	0.387878496785065	-3.16507732119223	0.00155041743958715	TRUE	TRUE	Female higher
ALDOB	9	FALSE	772.986421401998	2.11940238089835	0.669930769667972	3.1636140282805	0.00155823296560949	TRUE	TRUE	Male higher
ITIH1	3	FALSE	1005.66760558676	2.21698304758811	0.703272553441925	3.15238101748441	0.00161944805755601	TRUE	TRUE	Male higher
AVIL	12	FALSE	575.821593823786	-0.623758634182004	0.198145608409732	-3.14798111948147	0.00164402311741457	TRUE	TRUE	Female higher
NCOA4P1	14	FALSE	213.029436159223	0.765499540664686	0.243190862312329	3.14773151172744	0.00164542750268971	TRUE	TRUE	Male higher
SMIM1	1	FALSE	94.8860132435259	0.834650821804154	0.265478478855236	3.14394908921896	0.00166684435945174	TRUE	TRUE	Male higher
CATSPERB	14	FALSE	215.366433387844	-1.48713833477884	0.47308489694485	-3.14349146291221	0.00166945285350765	TRUE	TRUE	Female higher
MYO1G	7	FALSE	391.35581429588	-1.18348132332467	0.376660042937799	-3.14204106730828	0.0016777450190243	TRUE	TRUE	Female higher
MT1XP1	1	FALSE	165.165048558069	1.23035931438498	0.392283773791038	3.13640123957911	0.00171035030615225	TRUE	TRUE	Male higher
PRR16	5	FALSE	57.1216520924393	-0.758446343993578	0.242162667227401	-3.13197055796121	0.00173637286879155	TRUE	TRUE	Female higher
ABCC3	17	FALSE	1425.74815926018	-1.06353147295298	0.339787399674427	-3.129990911882	0.00174811711297011	TRUE	TRUE	Female higher
AMBP	9	FALSE	2569.18685922561	2.27739779271135	0.728307854304054	3.12697134769685	0.00176617139135676	TRUE	TRUE	Male higher
DNAH11	7	FALSE	881.630466288157	-1.09623594602783	0.350931169533664	-3.12379190336544	0.00178536675762694	TRUE	TRUE	Female higher
ANKRD20A4P	9	FALSE	82.555983660447	-1.15693006910475	0.37042570167967	-3.12324459090914	0.00178869034752712	TRUE	TRUE	Female higher
RPL22P16	7	FALSE	534.291079019409	0.638851012861246	0.204649872602615	3.12167803838195	0.00179823479770833	TRUE	TRUE	Male higher
FAM155A		FALSE	125.826302993621	-1.57373367909952	0.504545146824581	-3.11911369875226	0.00181395948825079	TRUE	TRUE	Female higher
PGR	11	FALSE	308.111092788215	-1.8111216626272	0.581364149730544	-3.11529643419986	0.00183760136518475	TRUE	TRUE	Female higher
DNAH5	5	FALSE	182.026132657044	-1.50352949530997	0.482800814223476	-3.1141817723075	0.0018445581377821	TRUE	TRUE	Female higher
ASGR1	17	FALSE	260.376724366189	1.31514412895596	0.423515402397776	3.10530413182173	0.00190083466896702	TRUE	TRUE	Male higher
SOX9	17	FALSE	182.024295951641	1.49763617343604	0.482298530076563	3.10520575959104	0.00190146700335347	TRUE	TRUE	Male higher
SLC25A35	17	FALSE	679.589609361372	-0.881537299911478	0.284372471580446	-3.09993894631288	0.00193560536688533	TRUE	TRUE	Female higher
PON3	7	FALSE	114.143104915592	0.671271171670832	0.216929733339855	3.09441753943052	0.0019719974409211	TRUE	TRUE	Male higher
TBC1D10C	11	FALSE	176.919563902308	-0.800497623323532	0.258691808195829	-3.09440654076512	0.00197207055675336	TRUE	TRUE	Female higher
MT2P1	4	FALSE	883.028330952947	0.910902380538958	0.294773727436103	3.09017492319226	0.00200038646155888	TRUE	TRUE	Male higher
HMGCS2	1	FALSE	219.62197079929	1.48795347248038	0.482916090042574	3.0811842950795	0.00206178991108828	TRUE	TRUE	Male higher
LSS	21	FALSE	8062.22695182793	-0.63777087440071	0.207289559972994	-3.07671488368155	0.00209295387482972	TRUE	TRUE	Female higher
CORO6	17	FALSE	6399.14430398409	-1.18358872069253	0.385245743214187	-3.07229538947686	0.00212419405661903	TRUE	TRUE	Female higher
COL28A1	7	FALSE	418.751690658492	-0.806521952944804	0.262554253558575	-3.07182969619981	0.00212751069523083	TRUE	TRUE	Female higher
RPL35AP33	16	FALSE	73.7395995119533	0.692576901193806	0.225974667854186	3.06484309843395	0.00217784217018019	TRUE	TRUE	Male higher
FER1L5	2	FALSE	855.585085908137	-1.12731840760407	0.368730583126888	-3.05729564942578	0.00223343868761243	TRUE	TRUE	Female higher
GDPD3	16	FALSE	524.038858904082	-0.65682397994456	0.21493084402069	-3.0559782284265	0.00224327544259529	TRUE	TRUE	Female higher
LDHAL6B	15	FALSE	72.7054852130152	-0.629268732857402	0.206397754560986	-3.04881578869825	0.00229745310129931	TRUE	TRUE	Female higher
ANKRD13B	17	FALSE	471.279594663315	-0.854533605972412	0.2805482018554	-3.04594219574736	0.00231952423444863	TRUE	TRUE	Female higher
LPIN3	20	FALSE	1131.34002313935	-0.756924408560909	0.248791643776857	-3.0424028599602	0.00234697555105051	TRUE	TRUE	Female higher
SYT16	14	FALSE	123.956543962564	-0.860763643442128	0.282970848234117	-3.04188098814325	0.00235104829513425	TRUE	TRUE	Female higher
MUC4	3	FALSE	1491.00402121754	-1.45245333566355	0.477812091333573	-3.03980029389744	0.00236735067533834	TRUE	TRUE	Female higher
CARD14	17	FALSE	283.495599683161	-0.947024532643323	0.312373830324546	-3.03170253301755	0.00243178720096045	TRUE	TRUE	Female higher
AFP	4	FALSE	12420.8002266153	2.34110895629662	0.772688967118002	3.02982060819188	0.00244699034698672	TRUE	TRUE	Male higher
FGB	4	FALSE	1867.2129465172	2.17465851747709	0.718101656333013	3.0283435476002	0.00245898366399152	TRUE	TRUE	Male higher
GLRX5	14	FALSE	364.028609648883	0.606229250210286	0.200263821744458	3.0271531069843	0.00246868882635092	TRUE	TRUE	Male higher
SLC39A5	12	FALSE	166.850064209523	1.2760787074909	0.422385674101557	3.02112213016033	0.00251839758234321	TRUE	TRUE	Male higher
RPL21P28	1	FALSE	374.684074267113	0.67917818279626	0.225250213683377	3.01521659709032	0.00256795798971257	TRUE	TRUE	Male higher
NRXN2	11	FALSE	549.600948867238	-0.968714263382085	0.321626545538118	-3.01192260657874	0.0025959877400651	TRUE	TRUE	Female higher
H3C11	6	FALSE	880.435519990995	0.777653197730925	0.259006447555866	3.00244725592474	0.00267818378355254	TRUE	TRUE	Male higher
RPL21P134	X	TRUE	95.8665642676608	0.649047730775357	0.216206670753598	3.00197828546673	0.0026823130828777	TRUE	TRUE	Male higher
ADH6	4	FALSE	179.083052635936	0.7796098262948	0.260535075179709	2.99234114929458	0.00276846701626626	TRUE	TRUE	Male higher
MUC20P1	3	FALSE	493.08551960909	-1.09114617951551	0.365204452931413	-2.98776800435243	0.0028102278454291	TRUE	TRUE	Female higher
NDST2	10	FALSE	58.7113616161798	-0.604362475258273	0.202309894490968	-2.98731051577536	0.00281443701433	TRUE	TRUE	Female higher
RIMKLBP1	21	FALSE	2292.39536923634	-0.731268184753541	0.246001593016113	-2.97261564767853	0.00295273949366081	TRUE	TRUE	Female higher
ARG1	6	FALSE	168.660321751372	1.1691322148593	0.39340669825944	2.97181573174001	0.00296044305280385	TRUE	TRUE	Male higher
AKNAD1	1	FALSE	106.974614087989	-0.942150068361498	0.317178195523426	-2.9704124736781	0.00297400139181078	TRUE	TRUE	Female higher
MIRLET7BHG	22	FALSE	693.767995721705	-0.668539328401584	0.225278669728001	-2.9676104231651	0.00300124457870964	TRUE	TRUE	Female higher
FBXO44	1	FALSE	259.804310926925	-0.729005997564713	0.245689799227387	-2.96718056613338	0.00300544398588107	TRUE	TRUE	Female higher
ALPK2	18	FALSE	200.382310305675	-1.0926140210781	0.368523186493242	-2.9648447129612	0.00302835751250887	TRUE	TRUE	Female higher
SLC4A4	4	FALSE	153.812365332407	-0.656857241459936	0.221561749789856	-2.96466895609438	0.0030300880269254	TRUE	TRUE	Female higher
RPL23P2	21	FALSE	407.875089715108	0.610390471749762	0.206252048072754	2.9594395665562	0.00308199144301824	TRUE	TRUE	Male higher
PLEKHG5	1	FALSE	4807.66188566422	-0.63311323820167	0.21420469800931	-2.95564590359336	0.00312015080360624	TRUE	TRUE	Female higher
H1-1	6	FALSE	176.139118640842	1.04024101833629	0.352341372799569	2.95236693343997	0.00315347953476959	TRUE	TRUE	Male higher
ANKRD18A	9	FALSE	154.486492691993	-1.35314472292657	0.45869781933525	-2.9499698186653	0.00317804973208328	TRUE	TRUE	Female higher
RPS23P8	X	TRUE	2872.32068846144	0.733509208156741	0.248652798644374	2.94993344999834	0.00317842384744748	TRUE	TRUE	Male higher
MIR23AHG	19	FALSE	269.567353596994	-0.685954271469193	0.232638355782671	-2.94858631183762	0.00319230983229632	TRUE	TRUE	Female higher
GALNT9	12	FALSE	61.3235867966917	-0.927599631502839	0.31482683455579	-2.94638045327887	0.00321516673459941	TRUE	TRUE	Female higher
KIAA0895LP1		FALSE	152.733816389489	-0.653157205217738	0.221814761070649	-2.94460658102778	0.00323365550925289	TRUE	TRUE	Female higher
PROC	2	FALSE	133.276208590937	1.21022357167229	0.411947876450488	2.9378075257969	0.00330542165541067	TRUE	TRUE	Male higher
PKD1L2	16	FALSE	712.296196021966	-1.21559553620835	0.414077387931742	-2.93567234443803	0.00332825669636414	TRUE	TRUE	Female higher
MAPK8IP2	22	FALSE	276.154584761249	-0.824808432148529	0.281189387141824	-2.93328436230247	0.00335396548352009	TRUE	TRUE	Female higher
MUC20	3	FALSE	677.291870680021	-1.08374214755332	0.371825198396355	-2.91465492986327	0.00356082017386268	TRUE	TRUE	Female higher
FAM210B		FALSE	209.184704511155	0.823529289902996	0.282663104421827	2.91346580795354	0.00357440978473914	TRUE	TRUE	Male higher
MUC6	11	FALSE	725.449637753236	-1.17261439036478	0.402964416878902	-2.90997006496773	0.00361463375132456	TRUE	TRUE	Female higher
SERPIND1	22	FALSE	507.918948823392	0.844480085057488	0.29204376574448	2.89162168178709	0.00383259145908912	TRUE	TRUE	Male higher
TNFAIP2	14	FALSE	5669.0807752251	-0.615240174581297	0.212799897461087	-2.89116762706054	0.00383813340075525	TRUE	TRUE	Female higher
CACNA1C	12	FALSE	1766.81582516236	-0.605432163252939	0.209472721122231	-2.89026733413971	0.00384914341558243	TRUE	TRUE	Female higher
SRCIN1	17	FALSE	572.526577994995	-0.737087303854945	0.255049456406278	-2.88997794482969	0.00385268855367164	TRUE	TRUE	Female higher
LZTS3	20	FALSE	375.268231348241	-0.682604435661747	0.23623901503438	-2.88946529667171	0.00385897598719854	TRUE	TRUE	Female higher
ANKRD24	19	FALSE	624.611331388066	-0.727690010304668	0.252084048610571	-2.88669598221517	0.00389310204268787	TRUE	TRUE	Female higher
CEP295NL	17	FALSE	1689.28763169972	-0.933953121800424	0.325053255935733	-2.87323109289229	0.00406296798401087	TRUE	TRUE	Female higher
FGG	4	FALSE	660.562197299764	2.07916269139179	0.724176630679448	2.87107123222279	0.00409083330387091	TRUE	TRUE	Male higher
IMPG2	3	FALSE	101.757349716426	-0.614116589524683	0.214403200791828	-2.86430700314476	0.00417922743324468	TRUE	TRUE	Female higher
RPL21P75	7	FALSE	546.548869349361	0.635515640629705	0.22190840566934	2.86386465944274	0.00418506784948216	TRUE	TRUE	Male higher
CTDSP1	2	FALSE	5419.76588329335	-0.641082294557216	0.22392392073578	-2.86294689933401	0.00419720897640166	TRUE	TRUE	Female higher
ABCB10P4	15	FALSE	154.540906150494	0.687525755765052	0.240619648208227	2.8573134442042	0.0042724370195034	TRUE	TRUE	Male higher
SYT12	11	FALSE	215.875841341884	-1.12336916498806	0.394001167388671	-2.85118232626933	0.00435569855878747	TRUE	TRUE	Female higher
MYB	6	FALSE	197.220059514572	0.629645353430453	0.221051807919115	2.84840625986124	0.0043938795363197	TRUE	TRUE	Male higher
VTN	17	FALSE	2763.90491922789	0.916703080477813	0.322500368224092	2.84248692652914	0.00447630669343123	TRUE	TRUE	Male higher
AGT	1	FALSE	1349.09496144122	1.98217842869006	0.697656215761054	2.84119654338312	0.00449446033867975	TRUE	TRUE	Male higher
HAP1	17	FALSE	408.690983661013	-1.12794091632507	0.39738698874242	-2.8383941806816	0.00453411507016235	TRUE	TRUE	Female higher
RPS29P16	7	FALSE	118.682898436391	0.756207062245371	0.266742450065245	2.83497081945675	0.0045829871586986	TRUE	TRUE	Male higher
SPDYE10P		FALSE	501.357055918088	-0.783893020087184	0.276543651374418	-2.8346086275756	0.00458818563948989	TRUE	TRUE	Female higher
PLA2G4C	19	FALSE	207.906159381652	-0.605606390001348	0.213709342990243	-2.83378527830202	0.00460002291108577	TRUE	TRUE	Female higher
CLNK	4	FALSE	91.9765875192954	-1.04058113617613	0.367391625944904	-2.83234854223972	0.00462074508621424	TRUE	TRUE	Female higher
FLT4	5	FALSE	4844.59561646945	-0.87820848651924	0.311225299934286	-2.82177729993246	0.00477583288938681	TRUE	TRUE	Female higher
SLC6A9	1	FALSE	275.036483796941	0.773461319191883	0.274105441665637	2.82176564789026	0.00477600640164717	TRUE	TRUE	Male higher
MT1E	16	FALSE	248.968631383337	0.934292209669205	0.332123267839422	2.81308869368624	0.00490681148847245	TRUE	TRUE	Male higher
G0S2	1	FALSE	334.878284943663	-1.05282528836664	0.374269127056152	-2.81301665635029	0.00490791088400419	TRUE	TRUE	Female higher
MUC16	19	FALSE	4780.38708078747	-1.14103181010471	0.406223705454224	-2.80887549097818	0.00497148695658658	TRUE	TRUE	Female higher
RPL21P16	10	FALSE	975.506505434375	0.646426923603027	0.230141908840998	2.80881881469765	0.00497236220570596	TRUE	TRUE	Male higher
